,0,num,name,period,,5,6
1607,,1608.,Mocuþa Traian-ªtefan,1992-1996,senator,,/pls/parlam/structura2015.mp?idm=64&leg=1992&cam=1
1608,,1609.,Moga Nicolae,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=84&leg=2016&cam=1
1609,,1610.,Mogoº Ion,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=187&leg=2000&cam=2
1610,,1611.,Mohaci Mihai,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=182&leg=2016&cam=2
1611,,1612.,Mohanu Nicolae,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=102&leg=2012&cam=1
1612,,1613.,Mohora Tudor,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=298&leg=2004&cam=2
1613,,1614.,Moiceanu Constantin,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=218&leg=1996&cam=2
1614,,1615.,Moinescu Dumitru,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=202&leg=1992&cam=2
1615,,1616.,Moise Costin-Sebastian,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=349&leg=2016&cam=2
1616,,1617.,Moisei Filip,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=231&leg=1990&cam=2
1617,,1618.,Moisescu George Dumitru,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=189&leg=2000&cam=2
1618,,1619.,Moisescu Vlad-Octavian,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=392&leg=2000&cam=2
1619,,1620.,Moisii Constantin,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=231&leg=2012&cam=2
1620,,1621.,Moisin Ioan,1996-2000,senator,,/pls/parlam/structura2015.mp?idm=1085&leg=1996&cam=1
1621,,1622.,Moisoiu Adrian,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=6&leg=2004&cam=2
1622,,1623.,Moisuc Viorica Georgeta Pompilia,2004-2008,senator,,/pls/parlam/structura2015.mp?idm=68&leg=2004&cam=1
1623,,1624.,Moiº Vãsãlie,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=191&leg=2000&cam=2
1624,,1625.,Moldovan Constantin,1992-1996,senator,,/pls/parlam/structura2015.mp?idm=66&leg=1992&cam=1
1625,,1626.,Moldovan Corneliu,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=232&leg=1990&cam=2
1626,,1627.,Moldovan Emil Radu,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=185&leg=2008&cam=2
1627,,1628.,Moldovan Ioan,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=233&leg=1990&cam=2
1628,,1629.,Moldovan Ioan,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=233&leg=2012&cam=2
1629,,1630.,Moldovan Iosif,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=234&leg=2012&cam=2
1630,,1631.,Moldovan Petre,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=193&leg=2000&cam=2
1631,,1632.,Moldovan Sorin-Dan,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=184&leg=2016&cam=2
1632,,1633.,Moldovan Teodor,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=362&leg=1992&cam=2
1633,,1634.,Moldoveanu Eugenia,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=194&leg=2000&cam=2
1634,,1635.,Moldoveanu Ileana,2004-2008,senator,,/pls/parlam/structura2015.mp?idm=151&leg=2004&cam=1
1635,,1636.,Moldoveanu Marcel,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=203&leg=1992&cam=2
1636,,1637.,Moldoveanu Viorel Aurelian,2004-2008,senator,,/pls/parlam/structura2015.mp?idm=158&leg=2004&cam=1
1637,,1638.,Molnar Zsolt,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=235&leg=2012&cam=2
1638,,1639.,Momanu Corneliu,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=228&leg=2004&cam=2
1639,,1640.,Momanu Valeriu,1992-1996,senator,,/pls/parlam/structura2015.mp?idm=67&leg=1992&cam=1
1640,,1641.,Monoranu Corneliu,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=204&leg=1992&cam=2
1641,,1642.,Mora Akos-Daniel,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=103&leg=2012&cam=1
1642,,1643.,Morar Cornel,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=234&leg=1990&cam=2
1643,,1644.,Morar Petriºor,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=235&leg=1990&cam=2
1644,,1645.,Morariu Teodor-Gheorghe,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=28&leg=1996&cam=2
1645,,1646.,Moraru Constantin Florentin,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=195&leg=2000&cam=2
1646,,1647.,Moraru Ioan,2004-2008,senator,,/pls/parlam/structura2015.mp?idm=69&leg=2004&cam=1
1647,,1648.,Morcovescu Stelian,1990-1992,senator,,/pls/parlam/structura2015.mp?idm=55&leg=1990&cam=1
1648,,1649.,Morega Dan Ilie,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=186&leg=2008&cam=2
1649,,1650.,Morlova Florea,1992-1996,senator,,/pls/parlam/structura2015.mp?idm=68&leg=1992&cam=1
1650,,1651.,Moroianu Geamãn Adrian Tudor,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=78&leg=1996&cam=2
1651,,1652.,Morþun Alexandru Ioan,2004-2008,senator,,/pls/parlam/structura2015.mp?idm=70&leg=2004&cam=1
1652,,1653.,Moº Augusta-Maria,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=408&leg=2000&cam=2
1653,,1654.,Moºteanu Liviu-Ionuþ,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=185&leg=2016&cam=2
1654,,1655.,Motoc Marian-Adrian,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=354&leg=2000&cam=2
1655,,1656.,Motoc Octavian,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=104&leg=2012&cam=1
1656,,1657.,Motreanu Dan-ªtefan,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=236&leg=2012&cam=2
1657,,1658.,Moþ Constantin-Stelian-Emil,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=237&leg=2012&cam=2
1658,,1659.,Moþiu Adrian Ovidiu,1992-1996,senator,,/pls/parlam/structura2015.mp?idm=69&leg=1992&cam=1
1659,,1660.,Moucha Romulus-Ion,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=138&leg=1996&cam=2
1660,,1661.,Movilã Petru,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=186&leg=2016&cam=2
1661,,1662.,Muller Constantin,1996-2000,senator,,/pls/parlam/structura2015.mp?idm=1087&leg=1996&cam=1
1662,,1663.,Muntean Florin Nicolae,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=293&leg=2004&cam=2
1663,,1664.,Muntean Mircia,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=239&leg=2012&cam=2
1664,,1665.,Muntean Octavian,1992-1996,senator,,/pls/parlam/structura2015.mp?idm=70&leg=1992&cam=1
1665,,1666.,Munteanu Gheorghe,1990-1992,senator,,/pls/parlam/structura2015.mp?idm=56&leg=1990&cam=1
1666,,1667.,Munteanu Ioan,1990-1992,senator,,/pls/parlam/structura2015.mp?idm=57&leg=1990&cam=1
1667,,1668.,Munteanu Ioan,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=187&leg=2016&cam=2
1668,,1669.,Munteanu Ion,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=147&leg=1996&cam=2
1669,,1670.,Munteanu Mircea Mihai,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=77&leg=1996&cam=2
1670,,1671.,Munteanu Tudor-Marius,2000-2004,senator,,/pls/parlam/structura2015.mp?idm=146&leg=2000&cam=1
1671,,1672.,Munteanu Vasile,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=236&leg=1990&cam=2
1672,,1673.,Munteanu Vasile Dorin,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=206&leg=1992&cam=2
1673,,1674.,Munteanu Viorel,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=207&leg=1992&cam=2
1674,,1675.,Murea Victor,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=238&leg=1990&cam=2
1675,,1676.,Mureºan Avram Ioan,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=71&leg=1996&cam=2
1676,,1677.,Mureºan Ioan,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=209&leg=1992&cam=2
1677,,1678.,Mureºan Liviu,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=239&leg=1990&cam=2
1678,,1679.,Murgu Neagu,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=241&leg=2012&cam=2
1679,,1680.,Muru Grigore,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=365&leg=1996&cam=2
1680,,1681.,Muscã Monica Octavia,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=242&leg=2004&cam=2
1681,,1682.,Mustãþea Vasile,2008-2012,senator,,/pls/parlam/structura2015.mp?idm=85&leg=2008&cam=1
1682,,1683.,Mustea-ªerban Rãzvan,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=190&leg=2008&cam=2
1683,,1684.,Muºat Mircea,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=210&leg=1992&cam=2
1684,,1685.,Muºetescu Tiberiu-Ovidiu,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=307&leg=2004&cam=2
1685,,1686.,Muºoiu ªtefan,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=188&leg=2016&cam=2
1686,,1687.,Mutu Gabriel,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=105&leg=2012&cam=1
1687,,1688.,Nádudvary Gheorghe Augustin Eugen,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=366&leg=2004&cam=2
1688,,1689.,Nae Bedros Petru,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=28&leg=1990&cam=2
1689,,1690.,Nagy Bela,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=241&leg=1990&cam=2
1690,,1691.,Nagy Benedek,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=212&leg=1992&cam=2
1691,,1692.,Nagy ªtefan,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=277&leg=1996&cam=2
1692,,1693.,Naidin Petre,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=199&leg=2000&cam=2
1693,,1694.,Nan Nicolae,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=200&leg=2000&cam=2
1694,,1695.,Nanu Romeo,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=10&leg=1996&cam=2
1695,,1696.,Nasleu Ioan,2004-2008,senator,,/pls/parlam/structura2015.mp?idm=148&leg=2004&cam=1
1696,,1697.,Nasra Gabriel-Horia,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=190&leg=2016&cam=2
1697,,1698.,Nassar Rodica,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=242&leg=2012&cam=2
1698,,1699.,Nasta Nicolae,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=106&leg=2012&cam=1
1699,,1700.,Natea Ovidiu,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=202&leg=2000&cam=2
1700,,1701.,Naum Liana Elena,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=203&leg=2000&cam=2
1701,,1702.,Nazare Alexandru,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=243&leg=2012&cam=2
1702,,1703.,Nãdejde Vlad-George,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=113&leg=2000&cam=2
1703,,1704.,Nãstase Adrian,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=192&leg=2008&cam=2
1704,,1705.,Nãstase Ilie,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=177&leg=2012&cam=1
1705,,1706.,Nãstase Ioan Mihai,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=205&leg=2000&cam=2
1706,,1707.,Nãstase Simion,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=244&leg=1990&cam=2
1707,,1708.,Nãstase Toma,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=294&leg=1996&cam=2
1708,,1709.,Nãstãsescu Ion,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=245&leg=1990&cam=2
1709,,1710.,Nãsui Claudiu-Iulius-Gavril,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=191&leg=2016&cam=2
1710,,1711.,Neacºu Ilie,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=206&leg=2000&cam=2
1711,,1712.,Neacºu Marian,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=244&leg=2012&cam=2
1712,,1713.,Neagoe Otilian,2004-2008,senator,,/pls/parlam/structura2015.mp?idm=71&leg=2004&cam=1
1713,,1714.,Neagu Ion,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=213&leg=1992&cam=2
1714,,1715.,Neagu Ion,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=207&leg=2000&cam=2
1715,,1716.,Neagu Mihail,1990-1992,senator,,/pls/parlam/structura2015.mp?idm=60&leg=1990&cam=1
1716,,1717.,Neagu Nicolae,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=192&leg=2016&cam=2
1717,,1718.,Neagu Romulus,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=151&leg=1996&cam=2
1718,,1719.,Neagu Victor,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=208&leg=2000&cam=2
1719,,1720.,Neamþu Horia Ion,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=209&leg=2000&cam=2
1720,,1721.,Neamþu Tiberiu Paul,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=210&leg=2000&cam=2
1721,,1722.,Neaþã Eugen,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=193&leg=2016&cam=2
1722,,1723.,Nechifor Cãtãlin-Ioan,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=194&leg=2016&cam=2
1723,,1724.,Nechifor Cristian,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=211&leg=2000&cam=2
1724,,1725.,Nechifor Dumitru,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=246&leg=1990&cam=2
1725,,1726.,Nechita Aurel,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=245&leg=2012&cam=2
1726,,1727.,Necula Cosmin,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=246&leg=2012&cam=2
1727,,1728.,Necula Marius Gerard,2008-2012,senator,,/pls/parlam/structura2015.mp?idm=87&leg=2008&cam=1
1728,,1729.,Neculai Marius,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=195&leg=2008&cam=2
1729,,1730.,Neculoiu Marius,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=108&leg=2012&cam=1
1730,,1731.,Nedelcu Ariton,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=247&leg=1990&cam=2
1731,,1732.,Nedelcu Gabriela,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=169&leg=2004&cam=2
1732,,1733.,Nedelcu Mircea,2000-2004,senator,,/pls/parlam/structura2015.mp?idm=101&leg=2000&cam=1
1733,,1734.,Nedelcu Vasile,2008-2012,senator,,/pls/parlam/structura2015.mp?idm=88&leg=2008&cam=1
1734,,1735.,Negoescu Nicolae-Ioan,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=248&leg=1990&cam=2
1735,,1736.,Negoiþã Florin,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=349&leg=1992&cam=2
1736,,1737.,Negoiþã Liviu Gheorghe,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=213&leg=2000&cam=2
1737,,1738.,Negoiþã Robert Sorin,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=196&leg=2008&cam=2
1738,,1739.,Negrãu Petru Mircea,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=17&leg=1996&cam=2
1739,,1740.,Negriþoiu Miºu,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=154&leg=1996&cam=2
1740,,1741.,Negru Petre,1990-1992,senator,,/pls/parlam/structura2015.mp?idm=61&leg=1990&cam=1
1741,,1742.,Negruþ Clement,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=247&leg=2012&cam=2
1742,,1743.,Negruþ Cornelia,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=248&leg=2012&cam=2
1743,,1744.,Negruþ Ioan-Liviu,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=249&leg=1990&cam=2
1744,,1745.,Negruþiu Emil,1992-1996,senator,,/pls/parlam/structura2015.mp?idm=72&leg=1992&cam=1
1745,,1746.,Nemenyi Iozsef - Nandor,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=367&leg=1992&cam=2
1746,,1747.,Németh Csaba,2004-2008,senator,,/pls/parlam/structura2015.mp?idm=73&leg=2004&cam=1
1747,,1748.,Németh Ioan,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=214&leg=1992&cam=2
1748,,1749.,Neþoiu Gheorghe,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=249&leg=2012&cam=2
1749,,1750.,Nica Cornel,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=250&leg=1990&cam=2
1750,,1751.,Nica Dan,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=250&leg=2012&cam=2
1751,,1752.,Nica Dumitru,2000-2004,senator,,/pls/parlam/structura2015.mp?idm=150&leg=2000&cam=1
1752,,1753.,Nica Nicolae-Ciprian,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=251&leg=2012&cam=2
1753,,1754.,Nicã Ilie,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=215&leg=1992&cam=2
1754,,1755.,Nicã Mihail,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=56&leg=1996&cam=2
1755,,1756.,Nichita Cristina,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=252&leg=2012&cam=2
1756,,1757.,Nichita Dan Gabriel,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=102&leg=1996&cam=2
1757,,1758.,Nicoarã Adrian,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=252&leg=1990&cam=2
1758,,1759.,Nicoarã Diodor,1990-1992,senator,,/pls/parlam/structura2015.mp?idm=62&leg=1990&cam=1
1759,,1760.,Nicoarã Marius Petre,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=85&leg=2016&cam=1
1760,,1761.,Nicoarã Romeo Florin,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=195&leg=2016&cam=2
1761,,1762.,Nicola Ilie,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=217&leg=1992&cam=2
1762,,1763.,Nicolae Alexandri,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=254&leg=2012&cam=2
1763,,1764.,Nicolae Andrei,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=196&leg=2016&cam=2
1764,,1765.,Nicolae Dan,1990-1992,senator,,/pls/parlam/structura2015.mp?idm=63&leg=1990&cam=1
1765,,1766.,Nicolae Florian,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=255&leg=2012&cam=2
1766,,1767.,Nicolae Ion,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=355&leg=2000&cam=2
1767,,1768.,Nicolae Jianu,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=37&leg=1996&cam=2
1768,,1769.,Nicolae ªerban,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=86&leg=2016&cam=1
1769,,1770.,Nicolaescu Ioan,2000-2004,senator,,/pls/parlam/structura2015.mp?idm=116&leg=2000&cam=1
1770,,1771.,Nicolaescu Leonida Nicolae,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=427&leg=1990&cam=2
1771,,1772.,Nicolaescu Sergiu-Florin,2008-2012,senator,,/pls/parlam/structura2015.mp?idm=91&leg=2008&cam=1
1772,,1773.,Nicolae-Vãleanu Ivanciu,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=218&leg=1992&cam=2
1773,,1774.,Nicolai Marin,1996-2000,senator,,/pls/parlam/structura2015.mp?idm=1089&leg=1996&cam=1
1774,,1775.,Nicolai Norica,2004-2008,senator,,/pls/parlam/structura2015.mp?idm=76&leg=2004&cam=1
1775,,1776.,Nicolaiciuc Vichentie,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=342&leg=1996&cam=2
1776,,1777.,Nicolau Anton,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=219&leg=1992&cam=2
1777,,1778.,Nicolãescu Gheorghe-Eugen,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=197&leg=2016&cam=2
1778,,1779.,Nicolescu Constantin,2000-2004,senator,,/pls/parlam/structura2015.mp?idm=39&leg=2000&cam=1
1779,,1780.,Nicolescu Dimitrie-Gabriel,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=254&leg=1990&cam=2
1780,,1781.,Nicolescu Mihai,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=216&leg=2000&cam=2
1781,,1782.,Nicolescu Theodor-Cãtãlin,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=257&leg=2012&cam=2
1782,,1783.,Nicolescu Tudor-Horia,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=255&leg=1990&cam=2
1783,,1784.,Nicolicea Eugen,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=198&leg=2016&cam=2
1784,,1785.,Nicu Vintilã,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=347&leg=1992&cam=2
1785,,1786.,Nicula Vasile Cosmin,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=111&leg=2012&cam=1
1786,,1787.,Niculae Aurel,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=259&leg=2012&cam=2
1787,,1788.,Niculescu Constantin,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=219&leg=2000&cam=2
1788,,1789.,Niculescu Dumitru,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=260&leg=2012&cam=2
1789,,1790.,Niculescu Duvãz Bogdan Nicolae,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=261&leg=2012&cam=2
1790,,1791.,Niculescu-Mizil ªtefãnescu Oana,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=262&leg=2012&cam=2
1791,,1792.,Niculiþã Cîndea-Ioan,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=257&leg=1990&cam=2
1792,,1793.,Ninosu Petre,1996-2000,senator,,/pls/parlam/structura2015.mp?idm=1090&leg=1996&cam=1
1793,,1794.,Nistor Gheorghe-Vlad,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=263&leg=2012&cam=2
1794,,1795.,Nistor Iulian,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=222&leg=1992&cam=2
1795,,1796.,Nistor Laurenþiu,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=199&leg=2016&cam=2
1796,,1797.,Nistor Marioara,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=265&leg=2012&cam=2
1797,,1798.,Nistor Mihai,1992-1996,senator,,/pls/parlam/structura2015.mp?idm=75&leg=1992&cam=1
1798,,1799.,Nistor Vasile,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=112&leg=2012&cam=1
1799,,1800.,Nistoran Dorin-Liviu,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=22&leg=2004&cam=2
1800,,1801.,Niþã Constantin,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=266&leg=2012&cam=2
1801,,1802.,Niþã Emil,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=267&leg=2012&cam=2
1802,,1803.,Niþã Ilie,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=87&leg=2016&cam=1
1803,,1804.,Niþã Mihai,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=200&leg=2016&cam=2
1804,,1805.,Niþã Nicu,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=201&leg=2016&cam=2
1805,,1806.,Niþu Adrian Henorel,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=206&leg=2008&cam=2
1806,,1807.,Niþu Remus-Daniel,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=114&leg=2012&cam=1
1807,,1808.,Niþu Vasile,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=224&leg=1992&cam=2
1808,,1809.,Niþulescu Teodor,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=305&leg=2004&cam=2
1809,,1810.,Noghin Doina,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=260&leg=1990&cam=2
1810,,1811.,Noica Nicolae,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=90&leg=1996&cam=2
1811,,1812.,Nosa Iuliu,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=202&leg=2016&cam=2
1812,,1813.,Novac Cornelia Brînduºa,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=208&leg=2008&cam=2
1813,,1814.,Novac Verginica,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=261&leg=1990&cam=2
1814,,1815.,Novák Csaba-Zoltán,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=88&leg=2016&cam=1
1815,,1816.,Novolan Traian,2004-2008,senator,,/pls/parlam/structura2015.mp?idm=77&leg=2004&cam=1
1816,,1817.,Oajdea Daniel Vasile,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=269&leg=2012&cam=2
1817,,1818.,Oanã Gheorghe,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=144&leg=1996&cam=2
1818,,1819.,Oancea Viorel,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=315&leg=2004&cam=2
1819,,1820.,Oarzã Florin-Lucian,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=263&leg=1990&cam=2
1820,,1821.,Obreja Marius Lucian,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=115&leg=2012&cam=1
1821,,1822.,Ochi Ion,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=270&leg=2012&cam=2
1822,,1823.,Ofileanu Vasile,2000-2004,senator,,/pls/parlam/structura2015.mp?idm=159&leg=2000&cam=1
1823,,1824.,Olar Corneliu,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=203&leg=2016&cam=2
1824,,1825.,Olarean Aurel,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=301&leg=2004&cam=2
1825,,1826.,Olosz Gergely,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=116&leg=2012&cam=1
1826,,1827.,Oltean Ioan,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=271&leg=2012&cam=2
1827,,1828.,Olteanu Bogdan,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=213&leg=2008&cam=2
1828,,1829.,Olteanu Daniel,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=204&leg=2016&cam=2
1829,,1830.,Olteanu Ionel,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=224&leg=2000&cam=2
1830,,1831.,Olteanu Mihail,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=225&leg=1992&cam=2
